origin,destination
"51.19068210000001, -1.994436599999999","51.217222499999906, -1.8022542999999924"
"51.307593000000054, -0.08639749999999993","51.386096699999925, -0.22240120000000033"
"51.565456299999965, -3.990001099999995","51.66054890000078, -3.885802200000044"
"52.03918580000022, -3.6571994999999964","52.04897210000009, -3.525859700000002"
"55.82414560000012, -4.459255699999996","55.81856450000003, -4.296530500000007"
"53.880269699999715, -1.7275656999999982","53.71434300000035, -1.6368987999999898"
"53.80545090000024, -1.621066899999999","53.68216770000003, -1.8754727999999967"
"51.355357100000056, -0.11694099999999993","51.38484330000213, 0.1100704999999979"
"51.557135899999956, -3.599960699999999","51.61711930000001, -3.408768000000001"
"51.52014900000002, -0.16110859999999994","51.488513600000026, -0.34998369999998874"
"53.61390190000006, -2.3137959","53.58157089999996, -2.124220599999999"
"55.980810500000466, -3.168667899999996","55.94078000000005, -3.297820399999997"
"50.719359400000016, -1.8499914999999973","50.78023420000026, -1.9373468999999948"
"51.57069700000022, -3.414860300000002","51.628215899999965, -3.545635900000003"
"57.17163319999992, -2.078664600000002","57.10938719999979, -2.1989843999999934"
"57.19705030000002, -2.099322100000005","57.13049919999972, -2.1527795999999926"
"53.629474599999995, -1.378061900000004","53.73523229999997, -1.5939296000000083"
"58.5865792999999, -4.894686800000001","58.61901859999991, -5.004178600000005"
"51.203442799999806, -2.088274700000001","51.22174870000025, -1.945156300000005"
"51.528394599999956, 0.7970607000000027","51.58272450000015, 0.9084251000000034"
"51.31830439999989, -0.2349122000000137","51.41394870000008, -0.29140180000000243"
"51.369831799999936, 1.447289799999997","51.38167089999992, 1.2953664000000034"
"53.70448099999986, -1.833303299999989","53.83529670000013, -1.7330581000000003"
"51.429263799999816, -0.17755699999999433","51.39384220000002, -0.33287980000000505"
"55.855955400000454, -4.047029500000014","55.894967700000045, -3.8779209999999966"
"52.51729489999991, -2.0558994999999993","52.46053340000016, -1.8746028999999926"
"51.54597900000021, -0.19256520000001312","51.622719500000024, 0.006902399999998698"
"51.3324548000002, -0.12111770000000618","51.436864199999995, -0.25164480000000355"
"53.618444499999875, -2.3893177999999837","53.53022879999989, -2.480757100000001"
"53.819377699999905, -1.462854299999996","53.7837282, -1.6240018000000067"
"50.91548930000017, 0.9771070000000043","51.05772520000011, 1.0420035000000207"
"51.319301100000104, 0.06038460000001578","51.398291200000465, -0.07263520000000644"
"51.59264610000022, -0.22271500000000657","51.60131299999994, 0.0025858000000092336"
"53.67636459999995, -1.7595079999999976","53.68471950000045, -1.5245446000000065"
"51.406630400000154, 0.11433760000002492","51.49849160000012, 0.13016440000000118"
"52.350607600000025, -1.9673663","52.46577019999999, -1.9496210000000018"
"51.3525366, -0.37787090000000023","51.464111500000115, -0.35592920000000783"
"51.38763889999989, 0.07407150000000211","51.4730501, 0.1642752000000019"
"51.56893489999974, -3.977758699999985","51.63863420000009, -3.925226299999999"
"58.58964559999993, -4.907861099999995","58.6196854999999, -5.004064599999998"
"50.469193900000036, -3.4998858000000057","50.56462230000002, -3.4715387999999994"
"51.58254620000015, 0.856225699999987","51.543927300000185, 0.7357266000000016"
"53.50681559999998, -2.9482904999999993","53.41554289999995, -2.9597749000000073"
"55.86727279999968, -4.373528800000003","55.952530800000055, -4.320518999999995"
"51.39689400000029, -0.36664159999998663","51.482330000000395, -0.2789422999999926"
"51.53512309999991, 0.696269600000002","51.54830829999996, 0.8398694999999992"
"51.31257139999999, -0.1616381000000032","51.37327519999969, -0.04058199999999849"
"52.591502000000126, -2.2333406999999954","52.58062960000012, -1.9700174999999986"
"51.320843999999965, -0.2714007000000074","51.33082980000017, -0.08507859999999257"
"51.32819339999999, -0.7131784000000038","51.41752310000008, -0.6235619999999913"
"50.71639850000002, -1.8762731000000004","50.71830400000014, -2.018343599999981"
"51.59530590000016, -0.2586844000000017","51.462265100000145, -0.31982370000000826"
"53.87577669999984, -1.6118449999999875","53.748425499999755, -1.825884700000008"
"51.48157689999989, 0.05431459999998641","51.569100899999974, 0.10897339999999978"
"50.86286900000012, 0.5981183000000313","50.83400560000017, 0.44294199999999223"
"58.61514680000021, -4.977610800000009","58.58267099999993, -4.882223199999996"
"53.59479350000021, -2.3936447999999944","53.51412540000002, -2.6009374999999926"
"51.635447299999996, 0.4930483999999958","51.62095320000005, 0.34238810000000564"
