origin,destination
"-38.6656328999999, 145.6217544000002","-38.54405160000002, 145.34024930000092"
"-36.63896010000024, 144.40573190000003","-36.86550949999944, 144.12226500000034"
"-37.92525329999994, 144.71152699999968","-37.75789099999995, 145.11320280000038"
"-36.44317260000013, 144.45677640000042","-36.806912900000185, 144.23960359999987"
"-37.88254460000005, 145.30489309999996","-37.56590210000006, 145.42970569999991"
"-37.78825069999983, 145.1620643000006","-37.89533230000006, 144.6902684000002"
"-37.81166650000002, 145.38055080000012","-37.76579779999988, 145.75742829999993"
"-38.08853050000035, 144.27578710000034","-38.00995472500007, 143.9210013500001"
"-36.96446850000006, 144.32661550000043","-36.65161260000002, 144.3526838000002"
"-37.92392380000024, 145.53312530000036","-38.135227199999946, 145.23525280000018"
"-36.67524880000023, 144.33297630000007","-36.97269770000009, 144.30413399999964"
"-37.818212399999986, 144.90848359999993","-37.909075999999956, 145.36379840000026"
"-36.47234970000044, 144.43032209999961","-36.81151509999999, 144.2404119"
"-38.50278460000003, 145.2574014999996","-38.675754900000605, 145.6101584999993"
"-36.82311210000016, 144.41748680000035","-36.574676400000406, 144.06278050000083"
"-36.64868019999994, 144.34414419999973","-36.95523450000012, 144.0701520000006"
"-36.80516570000002, 144.21279030000062","-36.412633600000085, 144.39512369999943"
"-36.68950760000047, 144.1734262999999","-36.83829750000008, 144.48003889999984"
"-38.35018119999981, 144.3003931000006","-38.27343720000011, 144.65805289999983"
"-38.36153, 145.2077412","-38.36300940000083, 144.7881846000002"
"-36.88344929999945, 144.12299360000029","-36.76858999999997, 144.42164999999926"
"-36.885197300000016, 144.16402780000004","-36.6781233, 144.48898490000008"
"-37.92707500000032, 144.61861730000047","-37.81427919999999, 145.17062359999994"
"-38.4529412999999, 145.27344670000008","-38.654763700000096, 145.57067100000026"
"-37.92254580000024, 145.1215548999997","-37.86958720000002, 144.62856829999816"
"-38.00174120000003, 144.00351960000077","-38.14929589999999, 144.36611409999986"
"-37.78623090000011, 145.36978650000097","-37.82352230000001, 144.92228250000053"
"-37.08791859999976, 144.71974159999894","-36.95366540000006, 145.05517779999954"
"-37.84197489999986, 145.13799859999943","-37.81347390000001, 144.63837950000013"
"-37.735856799999944, 144.6918243000005","-37.75454339999963, 145.2014112999989"
"-37.817479200000264, 144.61678380000058","-37.837033999999676, 145.1238461000006"
"-36.55033860000001, 144.40674040000033","-36.83791569999997, 144.3499383000003"
"-36.687655100000036, 144.3597090000001","-37.057679999999806, 144.22803910000022"
"-37.97068120000005, 145.38773649999916","-37.73387630000008, 145.03152289999974"
"-37.99810830000009, 145.07369710000003","-37.65319679999989, 144.7433463000007"
"-37.78369629999998, 144.83328989999993","-37.89040240000013, 145.30195870000057"
"-37.81157299999989, 144.62030429999976","-37.99340680000038, 145.07306599999959"
"-38.00360580000013, 145.07999160000017","-37.66837410000015, 144.76556599999998"
"-38.31391799999997, 144.69204139999977","-38.36521119999996, 145.12083000000007"
"-38.622406100000106, 145.60480760000016","-38.49856379999997, 145.2296367999999"
"-38.35400930000008, 144.74373039999975","-38.38948369999976, 145.18532059999953"
"-36.833847399999975, 144.3999408000003","-36.603681299999884, 144.14926979999944"
"-36.91211160000005, 144.21901390000016","-36.65215390000006, 144.38551770000007"
"-37.10060919999987, 144.19971770000006","-36.74710080000023, 144.28336329999917"
"-36.798205100000146, 144.36689239999887","-36.6036786000001, 144.06274990000074"
"-38.01333359999983, 143.9910945000009","-38.194513900000004, 144.38872500000016"
"-36.48705040000013, 144.4513186999998","-36.80036099999999, 144.2393759000003"
"-36.7041749000002, 144.30825489999987","-37.02982380000003, 144.05257249999988"
"-36.69218809999996, 144.33940860000058","-36.88951939999944, 144.12150050000025"
"-36.81827410000004, 144.13913670000008","-36.68693450000002, 144.48426720000032"
"-36.69794510000004, 144.32735259999976","-37.01121860000002, 144.16370579999966"
"-37.67226830000005, 145.13603019999988","-38.026629300000025, 145.3708212000006"
"-36.85116350000001, 144.1992327999995","-36.59345409999996, 144.5243453999999"
"-38.0107087999999, 145.08536150000006","-37.67504910000015, 144.75883410000034"
"-37.76896010000006, 145.38220049999902","-38.13157140000008, 145.24158970000005"
"-36.62105330000005, 144.45780170000077","-36.87279329999942, 144.12419950000037"
"-37.02723780000003, 144.27599609999953","-36.66329159999987, 144.31769840000007"
"-36.76071999999985, 144.5866099999995","-36.78706690000005, 144.2119547"
"-37.90260869999995, 145.06804629999985","-37.91948120000023, 145.50124049999965"
"-36.69887470000005, 144.1644135000001","-36.862753200000135, 144.43996059999967"
"-38.31224310000032, 144.69572409999893","-38.32408580000021, 145.10850360000003"
"-38.110301299999925, 145.2549064999998","-37.79585819999997, 145.39011589999978"
"-36.62818759999993, 144.4611399999998","-36.89589179999968, 144.19329149999993"
"-36.66566260000009, 144.43827130000037","-36.88409449999944, 144.1355878000003"
"-36.771174500000136, 144.34890459999883","-37.10135940000006, 144.2054594000002"
"-37.77890309999997, 145.14018489999972","-37.9579760500001, 144.70581594999987"
"-36.96202530000006, 144.33202480000045","-36.66512559999983, 144.3456517999992"
"-37.08368669999984, 144.2253130999997","-36.709629800000236, 144.30101229999997"
"-37.88404410000005, 145.30262220000003","-37.6496779000001, 145.56211030000017"
"-37.92382150000014, 144.59699590000082","-37.926370399999726, 145.12955440000084"
"-38.36059920000003, 145.10590410000069","-38.31697079999995, 144.703938"
"-37.055568700000016, 144.26095220000002","-36.65387200000008, 144.34647140000013"
"-36.72036660000031, 144.32323780000004","-37.04030090000002, 144.30336140000026"
"-37.7970803, 145.3712255000004","-37.71756450000007, 145.78264565000012"
"-38.091336600000055, 147.16658060000017","-38.20510489999989, 147.01666150000008"
"-38.00079760000005, 143.95428825000013","-38.155498300000055, 144.32607329999914"
"-38.35103609999995, 145.08873760000043","-38.328850100000004, 144.69510159999956"
"-42.84751339999997, 147.25338440000007","-42.91496459999968, 147.25226620000004"
"-42.822402700000296, 147.24866550000016","-42.91695789999994, 147.2509747999996"
"-42.84058279999998, 147.25553129999997","-42.913395399999686, 147.24824310000005"
"-42.94835789999994, 147.35111819999975","-42.8356562000001, 147.24529660000118"
"-42.82844399999988, 147.30777320000047","-42.88765459999969, 147.2208061000002"
"-42.78325529999994, 147.2445830999998","-42.95025700000014, 147.34863330000007"
"-42.90393360000017, 147.24341570000016","-42.82950260000003, 147.26606449999997"
"-42.8201056999999, 147.28856929999992","-42.89957359999968, 147.24382260000007"
"-42.80109540000003, 147.28324159999983","-42.88681839999974, 147.2231128"
"-42.98926619999988, 147.2941508999992","-42.894423899999744, 147.23631959999997"
"-42.851723300000074, 147.2485523000001","-42.93031469999993, 147.27149869999954"
"-42.77087010000011, 147.2730626000002","-42.94944249999994, 147.35486729999974"
"-42.83889780000004, 147.28789819999957","-42.885280999999694, 147.2213672000002"
"-42.779777800000026, 147.24944509999972","-42.894423899999744, 147.23631959999997"
"-42.94695000000011, 147.35499640000052","-42.822018500000006, 147.24377499999997"
"-42.79536469999997, 147.28815199999946","-42.892995899999676, 147.2331851000001"
"-42.826415799999914, 147.3207346000005","-42.924956800000224, 147.36113470000024"
"-42.848943700000014, 147.26699999999934","-42.909885400000036, 147.2438833999999"
"-42.814312300000005, 147.23188860000042","-42.901814700000024, 147.2435058999998"
"-42.91483379999968, 147.25225330000004","-42.85200670000012, 147.2464593999994"
"-42.85424900000004, 147.31412549999968","-42.892327499999695, 147.22542660000016"
"-42.93903689999995, 147.2795735999989","-42.84736860000001, 147.25221700000003"
"-42.85400559999988, 147.25106500000192","-42.936351699999946, 147.2763973999989"
"-42.82022639999997, 147.31882570000167","-42.8892249999997, 147.23262840000018"
"-42.803346800000014, 147.2860887999998","-42.93736710000009, 147.35607460000062"
"-42.83842900000021, 147.17790490000027","-42.93331060000009, 147.34901580000061"
"-42.8507095999999, 147.32351230000094","-42.89134609999974, 147.22901469999996"
"-42.83169240000008, 147.2886260999996","-42.892327499999695, 147.22542660000016"
"-42.81115470000001, 147.26156800000038","-42.89276190000003, 147.24396689999983"
"-43.010756199999776, 147.32959319999944","-42.89062189999974, 147.24227439999999"
"-42.82566969999991, 147.29666530000011","-42.88972709999997, 147.23559729999988"
"-42.83082300000024, 147.24863280000088","-42.936351699999946, 147.2763973999989"
"-42.790621300000026, 147.26821799999948","-42.95050820000001, 147.34154880000003"
"-42.85018070000014, 147.28264260000023","-42.892327499999695, 147.22542660000016"
"-42.790013600000016, 147.22281620000027","-42.9315742999997, 147.35245150000014"
"-42.945865200000256, 147.35082690000027","-42.81813229999991, 147.22177820000002"
"-42.861841600000034, 147.3776738000001","-42.885280999999694, 147.2213672000002"
"-42.799606799999935, 147.28976080000012","-42.945221099999856, 147.35575920000073"
"-42.79419779999984, 147.22850450000035","-42.948683499999966, 147.3473201000005"
"-42.8237707000002, 147.25096129999932","-42.901814700000024, 147.2435058999998"
"-42.90819860000002, 147.24393329999984","-42.833444100000186, 147.24849310000096"
"-42.85023420000017, 147.34430010000045","-42.88766620000007, 147.22530219999916"
"-42.89111489999974, 147.24293469999995","-42.82327029999998, 147.3019195000003"
"-42.79838829999998, 147.29191879999945","-42.95341120000011, 147.34570269999978"
"-42.84726860000005, 147.27294560000055","-42.91346689999967, 147.24572220000007"
"-42.79334439999994, 147.28992480000014","-42.89534719999968, 147.23776660000013"
"-42.84958370000038, 147.2513701000001","-42.932611699999946, 147.27125219999888"
"-42.78830260000011, 147.26114559999988","-42.95308050000014, 147.34771770000054"
"-42.89971249999968, 147.2438645000001","-42.821731800000165, 147.26931059999944"
"-42.855587400000005, 147.2613990999993","-42.90750459999967, 147.2439889000001"
"-42.80329620000001, 147.2860858999998","-42.89704919999974, 147.2441971"
"-42.7934948, 147.29439259999955","-42.89171730000008, 147.23037019999916"
"-42.871413800000056, 147.39688019999966","-42.89704919999974, 147.2441971"
"-42.89547139999967, 147.24463510000007","-42.80891290000014, 147.24650539999826"
"-42.846659200000005, 147.25361619999995","-42.93791679999995, 147.2798880999989"
"-42.79230760000032, 147.23442319999896","-42.9521919000001, 147.35285100000104"
"-42.797356099999945, 147.29141749999937","-42.88990719999974, 147.2390638"
"-42.85179249999999, 147.25435720000007","-42.951525000000004, 147.3453449"
"-42.78064860000027, 147.24543589999897","-42.93208960000008, 147.35992280000065"
"-42.8416099000002, 147.19009680000022","-42.95132959999996, 147.34650959999993"
"-42.87798650000007, 147.3895149000006","-42.895147300000005, 147.2446791"
"-42.91608889999999, 147.24914580000004","-42.852371600000055, 147.25139800000028"
"-42.896006999999685, 147.23630460000012","-42.81273540000037, 147.3624982999994"
"-42.864017099999785, 147.3798640000004","-42.8892249999997, 147.23262840000018"
"-42.933944799999985, 147.35812820000046","-42.89063339999969, 147.2231983000002"
"-42.94742709999994, 147.35118029999975","-42.922661600000005, 147.41729740000008"
"-42.81914049999999, 147.26572169999986","-42.885280999999694, 147.2213672000002"
"-42.835842400000075, 147.30065329999988","-42.88512769999969, 147.2215287000002"
"-42.7920063, 147.29099519999923","-42.93331060000009, 147.34901580000061"
