origin,destination
"39.489412599999994, -9.077472200000058","39.45585770000028, -8.878916599999966"
"42.03020520000022, -8.509456299999984","41.97453340000025, -8.357709599999957"
"39.302298700000215, -9.005869800000015","39.45812450000036, -9.043395700000017"
"39.49667409999967, -9.071376299999962","39.45477830000028, -8.878864599999964"
"40.73385640000014, -8.100282099999998","40.79423699999993, -7.940159600000001"
"38.96708699999991, -9.297168400000007","38.86848860000028, -9.391111000000043"
"39.51262799999991, -8.975507200000024","39.50214869999998, -8.778933200000022"
"39.50525480000012, -9.03000649999995","39.49585160000002, -8.795186800000016"
"38.98902320000021, -9.372437499999986","38.878378499999776, -9.427008300000011"
"39.467461000000064, -8.858555399999982","39.487365399999995, -9.056642499999988"
"39.47785770000003, -9.173393199999994","39.457931199999955, -8.976790000000031"
"39.47005889999987, -9.18653419999998","39.44613659999983, -8.993558199999981"
"39.470687900000165, -8.86308559999999","39.48739249999997, -9.0726953"
"39.47270709999992, -9.060398599999996","39.487445200000074, -8.859666300000056"
"39.44448280000012, -8.964688","39.51962620000011, -9.14185030000005"
"39.36722489999989, -9.402214600000026","39.42007469999989, -9.233118500000039"
"38.89805550000012, -9.429793700000022","38.969673900000004, -9.305371699999947"
"39.470506900000274, -9.076286399999994","39.45771159999993, -8.870128700000016"
"40.36576749999991, -8.43899300000004","40.53388689999999, -8.368737000000003"
"39.442579900000496, -8.901536500000011","39.48674549999967, -9.08116839999996"
"39.470506900000274, -9.076286399999994","39.496047499999875, -8.879556199999975"
"39.97665830000002, -8.573791799999984","39.53283860000025, -8.924002999999969"
"41.57776920000002, -8.247885400000019","41.38387420000003, -8.540981500000015"
"38.45344570000003, -9.14481180000004","38.832343799999975, -9.193447100000014"
"39.3567972000001, -8.927778300000028","39.85393400000012, -8.702730400000044"
"39.97362590000018, -8.571861400000026","39.49542860000004, -8.947597999999997"
"37.04751979999998, -7.798917300000046","37.223306600000015, -7.612423099999993"
"41.885690799999956, -8.824337100000003","42.04024140000013, -8.575242299999971"
"41.50890069999993, -8.239934799999997","41.36541299999991, -8.598237599999997"
"41.40030980000003, -6.349258899999995","41.607782600000206, -6.314368800000031"
"39.42657660000007, -8.988170699999992","39.94146830000006, -8.630185999999991"
"40.02715199999996, -8.564640999999995","39.457044200001974, -8.931045700000011"
"39.8708124, -8.67828940000004","39.41930220000033, -9.023141899999983"
"39.96312800000002, -8.608438999999985","39.443255099999874, -8.947238600000096"
"38.674779699999945, -9.188135299999976","39.08057659999996, -8.847517800000013"
"39.89736789999988, -8.669140000000022","39.352829200000095, -8.99593480000003"
"39.9854497, -8.637629699999996","39.49579590000015, -8.930360400000032"
"39.51666970000009, -9.013731400000031","40.01697860000028, -8.585369599999982"
"39.48671820000001, -8.96729070000003","39.981292899999964, -8.645686400000015"
"39.431648000000116, -9.00182409999998","39.95395199999998, -8.625455700000002"
"39.85348210000002, -8.716089600000002","39.33653729999982, -8.935089099999972"
"38.624483199999744, -9.152416700000012","39.043771100000306, -9.036269300000008"
"41.355300500000205, -8.546491700000018","41.547939599999964, -8.20527180000004"
"38.55525360000018, -9.115728300000013","38.90753189999999, -9.386100499999996"
"37.09466189999999, -8.47078020000001","37.31885930000022, -8.550651399999992"
"39.87714630000039, -8.538171400000001","39.45540969999994, -8.948365100000002"
"41.541600600000095, -8.274609400000017","41.35545809999982, -8.584561999999995"
"39.84849479999987, -8.70274120000005","39.34667830000043, -9.010102400000054"
"39.45737140000018, -8.946754499999976","39.98472020000001, -8.607390300000002"
"41.64275620000031, -8.321703699999972","41.417054899999826, -8.575021399999942"
"41.30657870000001, -8.603148299999988","40.93980560000002, -8.65802999999991"
"40.03006129999989, -8.653321100000033","39.52289139999986, -8.912677800000088"
"41.04619800000004, -8.610665000000056","41.33219050000089, -8.355338599999959"
"39.8253992000001, -8.749286799999973","39.342308200000105, -9.011192399999985"
"39.490656299999934, -8.9612043","40.01962140000026, -8.577117399999981"
"39.50153980000006, -8.927899900000014","39.99746120000014, -8.628068300000075"
"38.66241439999993, -9.173503800000022","39.07856779999976, -8.858978399999948"
"39.470383000000055, -8.941207999999998","40.00474440000006, -8.565632599999995"
"38.99515229999996, -8.983699500000041","38.5715726, -9.165688999999997"
"37.80000640000016, -8.775463300000014","38.08888620000002, -8.778027499999983"
"42.05117099999987, -8.543382700000043","41.87148040000003, -8.843796900000052"
"39.97893330000002, -8.6206616999999","39.465228100001994, -8.921175200000015"
"41.855120400000025, -8.75661160000001","41.60107839999995, -8.625826300000023"
"40.9465854000001, -8.58246579999996","41.319485400000055, -8.57297649999989"
"39.98044370000001, -8.623741900000004","39.48109180000009, -8.966936100000002"
"39.40452900000031, -9.04368629999999","39.88020350000021, -8.702304200000007"
