origin,destination
"29.95629970000014, 77.57913360000047","29.8319702625, 77.41068738750002"
"14.666620700000015, 78.79911480000021","14.566677200000028, 78.6183262999998"
"30.720005600000007, 75.95252040000022","30.848245499999926, 76.06765079999971"
"25.377661000000018, 82.99498199999991","25.148073899999986, 82.91982010000012"
"22.728882699999915, 75.30616609999961","22.48521040000004, 75.44527779999976"
"34.256540900000076, 74.5046039000002","34.23284700000017, 74.66667479999978"
"25.58987200000001, 87.5383977","25.427858599999997, 87.45996040000004"
"17.65001030000002, 73.9483843999994","17.86847909999999, 73.95281600000031"
"9.637196400000144, 76.88841280000011","9.725932300000073, 76.99501800000026"
"22.79871910000004, 72.36788739999983","23.00358420000005, 72.55621200000024"
"31.7673994000002, 74.92287239999997","31.575910799999924, 74.82233150000044"
"11.905330300000008, 79.68877549999999","12.076473199999965, 79.51136110000067"
"20.554454400000076, 86.2337521000002","20.481495500000083, 86.0488003999993"
"27.45744490000003, 77.73834850000007","27.56320090000011, 77.54382100000022"
"28.8031095, 77.76849700000018","29.049026100000088, 77.6877445000009"
"22.60467120000001, 88.13699129999986","22.509568700000028, 88.31913110000005"
"16.516631499999882, 80.92302789999998","16.29565789999988, 80.86647209999995"
"24.370598500000003, 71.50810550000008","24.110984399999964, 71.66497550000066"
"29.04244590000003, 79.54980889999986","29.23652050000002, 79.5527596000001"
"22.4864446, 70.08671659999972","22.338582499999955, 70.0481941000001"
"16.63346000000001, 74.13330669999993","16.75115169999995, 74.30995170000016"
"12.295342599999994, 79.9828002000003","12.078334999999996, 79.88406639999998"
"9.951121099999954, 77.99667659999974","9.962851200000038, 78.18081919999995"
"25.740939399999966, 87.51170610000008","25.852065399999926, 87.3448396000002"
"24.039397200000046, 85.41685039999982","24.003774200000002, 85.63124120000005"
"25.52252490000001, 80.46841240000039","25.48070419999995, 80.22578890000001"
"11.061569100000002, 79.62442740000007","11.188198999999985, 79.79666130000001"
"22.23944350000006, 88.50841259999991","22.16490860000005, 88.30321109999993"
"22.99897059999997, 88.54005970000001","22.84278950000002, 88.43482640000002"
"10.637864400000044, 77.19242509999972","10.65499370000004, 77.00995919999978"
"26.848260899999964, 80.94853169999992","26.609519599999903, 80.90718090000001"
"23.55126959999997, 80.89214089999999","23.411283700000062, 80.64779860000036"
"27.11232980000004, 81.79208489999999","27.175714300000042, 82.05386720000021"
"10.64651779999995, 76.13763259999979","10.464888099999964, 76.19419170000015"
"18.521765900000013, 73.89609129999994","18.33002420000004, 73.84298869999942"
"13.933184000000018, 75.52077600000001","13.824859799999997, 75.78494669999965"
"23.672490300000018, 87.05804999999938","23.714839599999998, 86.81543950000007"
"30.02783030000006, 77.6920058999999","30.202588600000023, 77.91701340000022"
"8.770188900000027, 77.5858579999999","8.888272700000032, 77.64880300000034"
"15.452294099999925, 73.80155489999997","15.618056899999978, 73.82845829999992"
"16.623478099999968, 82.11617799999965","16.787502449999987, 82.24669522499968"
"28.004981799999925, 78.04413170000026","27.844073799999986, 78.2141029000001"
"13.946110000000031, 75.83306999999962","14.134359800000023, 75.86898519999995"
"25.178739899999975, 82.63631550000011","25.04736559999997, 82.43955130000043"
"25.202073499999976, 86.62048400000074","25.24212949999989, 86.86031649999991"
"13.085822499999995, 77.27063699999995","12.984571400000013, 77.56013909999992"
"22.72220929999998, 86.11612699999998","22.769901299999887, 86.32093029999976"
"16.303340199999997, 80.51906789999995","16.279691850000052, 80.72292899999988"
"17.737308799999916, 73.95401050000001","17.608120600000028, 74.08377799999987"
"30.594913599999906, 75.75047499999995","30.6538939000001, 75.54600290000036"
"12.80569419999995, 77.55352820000003","12.659657600000065, 77.42542220000014"
"14.072142000000067, 75.23419410000014","14.159341899999996, 75.39918870000069"
"25.825039600000036, 84.84775719999995","25.80910069999993, 84.62700950000031"
"27.298142999999968, 82.01933499999986","27.061824199999922, 82.0063618000001"
"11.217740100000002, 75.78257829999998","11.099826299999899, 75.92021709999983"
"27.459896000000004, 75.0783910000001","27.629378599999903, 74.96975799999967"
"27.47169619999979, 76.55352189999994","27.315291999999946, 76.69349670000057"
"31.83109020000005, 74.85511049999951","31.61890420000006, 74.89401699999988"
"34.12001979999994, 74.80479459999964","34.28182929999998, 74.83400429999995"
"23.83934489999996, 86.37169440000038","23.656501600000002, 86.4596875000002"
"9.53241500000005, 77.64990819999966","9.378533000000125, 77.61101599999986"
"21.939932000000056, 88.21939409999965","21.76603109999998, 88.2451186000004"
"10.157456300000112, 76.50681760000019","10.116862600000012, 76.32317930000009"
"23.98208260000009, 88.06007359999968","24.19974479999999, 88.2498039000006"
"23.399933899999766, 88.4882450000001","23.299859499999926, 88.68717389999989"
"23.009966599999984, 87.79203639999983","22.84339800000007, 87.87488540000034"
"23.611858599999998, 87.06484539999983","23.528259500000082, 87.2826915000001"
"28.180388299999994, 75.37670049999994","27.996694000000055, 75.43398629999975"
"28.080428099999992, 78.06748900000024","27.88214609999995, 78.09859340000001"
"25.185393799999925, 88.58028260000015","25.35226159999993, 88.54121750000013"
"15.881359900000023, 74.69532879999969","15.842974800000006, 74.49077849999998"
"10.699469299999972, 78.9529948999999","10.636379100000024, 79.08914249999985"
"22.862926199999986, 88.60234110000025","22.98919760000015, 88.73801709999977"
"28.626322199999986, 77.50054620000054","28.556193099999913, 77.21714649999986"
"18.11947979999993, 79.46168660000023","17.960544000000077, 79.59945379999972"
"21.381683599999945, 72.86754979999985","21.16827720000003, 72.90598290000031"
"23.725031400000056, 86.24133469999985","23.80194420000001, 86.46425890000009"
"29.932203199999982, 77.49137489999984","29.841296999999994, 77.31014300000017"
"34.364992599999965, 74.42155840000007","34.179016800000184, 74.48329479999988"
"27.846600900000027, 79.93148510000009","28.037408000000077, 79.80994579999988"
"10.298451699999939, 79.36620489999994","10.428085000000005, 79.50081450000005"
"13.047851900000005, 77.45480359999985","13.248236699999893, 77.7090232000002"
