origin,destination
"36.02241640000005, 140.07802350000017","35.63064720000016, 139.71328530000068"
"35.657452199999796, 139.54400359999948","35.59245719999983, 140.17203749999982"
"42.6727198999999, 141.58509480000018","42.82019400000004, 141.2720739999994"
"34.5255712000004, 135.62653930000056","34.97785780000023, 135.72779619999932"
"33.05196830000009, 129.84231730000008","33.324703699999105, 129.7120429999995"
"43.24000599999967, 145.4939980000001","43.38678360000011, 145.76393729999901"
"40.76883800000008, 141.4093159999998","40.46819840000006, 141.3568594000002"
"40.92297490000004, 140.99014460000012","40.75488460000024, 140.58077590000062"
"26.340508799999824, 127.87085240000015","26.54142320000008, 128.02974970000056"
"31.8014345000001, 130.71187330000043","31.96841500000034, 130.4308119999993"
"35.32679299999937, 139.94472999999948","35.54031530000063, 139.50432830000167"
"40.90030000000031, 140.87400399999947","40.683528000000024, 140.63120800000087"
"40.75660789999997, 141.41344380000004","40.47429329999998, 141.38432000000057"
"26.45426560000058, 127.81787720000055","26.12515400000012, 127.75553529999954"
"34.79040799999996, 135.58419640000076","34.631292300000005, 135.0823853999998"
"41.839450600000085, 140.6489030999998","41.71055450000017, 140.96503590000037"
"26.613430000000097, 127.976288","26.332541800000048, 127.87194560000007"
"35.73706540000005, 139.95067329999975","35.483957000000444, 139.5066409000008"
"42.76912900000012, 140.7938752999999","43.00883999999979, 140.6941679999998"
"26.340945500001066, 127.78785660000041","26.631718200000154, 128.03819029999985"
"26.374960000000097, 127.8026522999992","26.62227250000035, 128.00678439999945"
"35.69662100000057, 139.43406240000044","35.90143909999973, 139.89515450000135"
"35.6615955999996, 139.2537005999995","35.7144985, 139.80799480000047"
"33.12820439999981, 130.1429289999994","33.164747199999944, 129.74186469999958"
"26.500811000000056, 127.85002849999972","26.115886300000007, 127.71532759999994"
"31.51011600000025, 130.3282089999997","31.82111429999997, 130.3050415999995"
"35.57750110000021, 139.0947579999999","35.68868030000005, 139.6068596000008"
"35.01670969999988, 135.97284640000046","34.73302470000026, 135.6014327999996"
