origin,destination
"54.709461200000206, 25.377072500000036","54.784509699999745, 25.124579999999956"
"54.60274270000025, 25.239139799999993","54.739798999999756, 25.448554999999917"
"54.80877700000002, 25.3625776","54.63339820000011, 25.430442099999958"
"54.868987200000205, 23.712144399999943","54.8971167000001, 23.99423899999995"
"54.6797365000001, 25.362670699999995","54.835011999999935, 25.365022800000045"
"54.603877099999984, 25.24454589999998","54.734936900000214, 25.427891199999937"
"54.90766140000011, 23.976686599999972","54.72388520000017, 23.959648900000005"
"54.915565299999834, 24.003123799999965","54.73712839999986, 23.963492499999973"
"54.590726100000076, 25.419343100000052","54.759268000000425, 25.40110509999992"
"54.6646314000002, 25.375750199999985","54.82138460000003, 25.3593034"
"54.95373460000028, 23.752452700000035","54.88874389999995, 23.9747521"
"54.751468700000245, 25.324161200000006","54.701651399999626, 25.565096999999955"
"54.86379910000002, 23.72150480000008","54.8993954, 23.983079299999957"
"54.98242550000013, 23.776404199999924","54.89035620000008, 23.98185940000003"
"54.97480090000015, 23.73898980000011","54.87224340000022, 23.94439199999993"
"54.71125540000013, 25.408998700000087","54.77416789999989, 25.138885400000014"
"54.811136600000154, 25.367659600000128","54.63826700000006, 25.420990999999916"
"54.97736220000012, 23.76595919999993","54.864936300000046, 23.992115799999944"
"54.853276600000555, 23.84120889999997","54.881019100000024, 24.12663230000006"
"54.73374919999999, 25.4245873","54.63283000000003, 25.201181600000037"
"54.66538929999971, 25.35803240000005","54.78168079999986, 25.474385699999935"
"54.669037199999636, 25.379904200000077","54.80879030000002, 25.365151800000003"
"54.66692080000005, 25.350656799999896","54.77980909999981, 25.47794389999993"
"54.94182540000028, 23.695527300000027","54.8844601, 23.985987399999956"
"54.907678399999995, 23.968926700000043","54.81089790000002, 23.79344210000013"
"54.597468800000286, 25.244291899999993","54.73583590000012, 25.451107100000037"
"55.31956230000001, 21.769982799999926","55.355043999999786, 21.35243279999987"
"55.518335799999996, 25.601037699999985","55.84844280000002, 25.95006899999999"
"55.73424980000028, 21.409876899999887","56.0581121000001, 21.339147599999976"
"55.49406240000013, 25.628108499999986","55.81258800000025, 25.973599900000178"
"56.03074470000009, 21.330326799999998","55.73371170000029, 21.41224169999988"
"54.78535440000004, 25.37468869999998","54.37437580000011, 25.39257380000004"
"55.31459529999999, 21.432109900000043","55.63369350000012, 21.619269099999993"
"54.805272600000094, 23.86851720000001","54.63912660000083, 22.752617800000063"
"55.87602260000001, 24.787414700000028","56.248680099999966, 24.75954999999994"
"55.81354300000024, 25.968351700000174","55.49746240000015, 25.578542799999997"
"54.93609840000012, 23.874097999999975","54.42971499999996, 23.396046200000015"
"54.73057790000001, 25.320233000000034","54.31657980000059, 25.407486000000034"
"55.11400479999997, 23.851391200000087","54.563393199999716, 23.337300399999886"
"56.083941499999874, 21.259341199999824","55.798205900000106, 21.192168199999923"
"56.03917109999988, 21.261645600000033","55.748616599999984, 21.38344249999997"
"55.29865090000013, 21.347881300000047","55.58037050000002, 21.6509661"
"55.088111100000035, 23.798635300000146","54.50768059999983, 23.30874519999992"
"54.96874670000022, 23.936390399999972","54.48765910000017, 23.22408460000002"
"55.67217760000004, 21.362189000000065","55.92526390000004, 21.82936639999998"
"54.836030000000115, 23.985113699999975","54.457274599999955, 23.207584100000016"
"54.84967750000015, 23.886824600000022","54.36765210000038, 23.23334529999999"
"55.517743200000155, 25.603462099999977","55.8444943, 25.948248399999983"
"56.24175420000005, 23.6254667","55.8836354999999, 23.26259760000006"
"54.887578700000056, 24.004839099999987","54.49971589999997, 23.19503249999996"
"54.85294870000006, 23.954909599999993","54.457721500000034, 23.202259299999966"
"56.066869050000385, 21.29601475000007","55.7727660000001, 21.19541039999994"
"54.6984853, 25.45020169999999","54.330770199999954, 25.386634200000085"
"55.07425380000034, 23.932613599999875","54.5404993999999, 23.368772100000122"
"55.35593580000056, 21.468918500000026","55.68480599999995, 21.650731600000046"
"55.82424150000008, 25.940609699999936","55.50783429999967, 25.61083769999998"
"55.35455919999976, 21.471331099999922","55.676024500000125, 21.6350295"
"55.819241500000096, 25.935780999999942","55.49811800000052, 25.636575999999906"
"55.02428790000002, 24.120938599999995","54.578911600000275, 23.40456129999999"
"54.966460300000115, 23.950970899999994","54.5016143000003, 23.1942629"
"54.85218449999996, 23.879086199999954","54.414296400000126, 23.20065569999993"
"55.93371519999995, 21.486133399999982","55.639383200000026, 21.349651500000004"
"55.81786460000011, 23.31121920000001","56.187198699999925, 23.58533020000003"
"56.07499399999996, 21.234372300000015","55.775188500000084, 21.218146199999996"
"54.84555190000002, 23.810548700000066","54.612649399999896, 22.88014280000008"
"54.57626330000055, 23.38250899999992","55.020372199999905, 24.098832599999998"
"54.880553599999985, 23.99560980000003","54.48458769999992, 23.225733900000048"
"55.11724790000011, 23.85258660000007","54.53021710000003, 23.35293329999997"
"55.07659719999992, 23.910271800000146","54.54696989999994, 23.40611000000001"
"55.62614239999986, 21.361383500000105","55.92767630000009, 21.4981535"
"54.86170110000004, 23.917200900000033","54.44346719999985, 23.18207710000013"
"55.0137270000002, 24.133653000000002","54.579931100000735, 23.371108699999983"
"54.694818200000206, 25.442443600000157","54.280009200000116, 25.3828688"
"54.802898499999806, 25.354650799999973","54.40737030000017, 25.357909400000082"
"55.03169009999977, 23.860877699999893","54.51513729999989, 23.34187469999997"
"54.30438829999986, 25.411570200000142","54.6970414, 25.45232719999999"
"54.85109910000007, 24.030386799999977","54.625434600000006, 23.046604499999997"
"55.10306089999993, 23.788343699999942","54.57562270000004, 23.332122199999986"
"54.864289500000034, 23.925564000000037","54.46199110000124, 23.20476019999997"
"55.80944270000056, 25.913546799999935","55.485868399999994, 25.43833029999998"
"56.0339990000005, 21.127200700000014","56.294259700000154, 21.54164099999996"
"55.03782160000024, 23.818717299999943","54.514971400000256, 23.345885000000017"
"55.121708900000456, 23.726386000000012","54.52637489999997, 23.357035499999984"
"55.10938019999997, 23.840070700000087","54.53391960000016, 23.35403719999991"
"55.77620970000039, 21.199237800000013","56.05096040000001, 21.359819000000066"
"54.98014249999991, 23.98252380000007","54.49119890000017, 23.225667700000017"
"56.084137300000165, 21.431932300000067","55.81296039999993, 21.169075300000074"
"55.49970640000003, 25.598203299999994","55.813081500000095, 25.94266809999995"
"55.930775199999935, 21.488893799999975","55.635956000000064, 21.331329200000056"
"55.5128695000005, 25.576721599999864","55.80173730000009, 25.964160499999952"
"55.072445899999806, 23.885033599999968","54.52919859999996, 23.358002800000023"
"54.353118600000755, 25.380941799999864","54.76568449999999, 25.37177410000006"
"54.86285360000005, 23.872300900000024","54.62565370000013, 22.843456900000028"
"55.0909277000001, 23.91779029999996","54.54274809999971, 23.3651316999999"
"55.49417289999988, 25.594095699999926","55.824663999999935, 25.965765400000038"
"54.83564130000027, 23.980580199999977","54.505403400000354, 23.11900829999991"
"55.67809100000033, 21.366731400000056","55.89618810000036, 21.856420899999975"
"55.88240224999994, 21.34790070000001","56.207989099999985, 21.32888189999996"
"54.28298055000052, 25.39034730000001","54.7305606999999, 25.29078169999997"
"55.086564100000295, 23.907651499999865","54.53244639999999, 23.35717159999996"
"55.49580370000049, 25.648663099999887","55.8146340000001, 25.94963359999995"
"54.81591810000005, 23.88053720000005","54.614738799999856, 22.766037000000157"
"54.84542009999996, 23.889694699999957","54.41805350000017, 23.2013454"
"55.80115270000006, 25.908396300000053","55.505845099999895, 25.45960460000006"
"55.74280659999977, 21.41188180000007","56.03570160000002, 21.275794199999957"
"54.33830150000003, 25.38058019999997","54.72829439999988, 25.411974000000047"
"54.31972110000007, 25.352175199999845","54.726081800000046, 25.419927800000014"
"54.35015150000075, 25.405975799999865","54.727814800000075, 25.451556000000032"
"54.72124539999997, 25.30941449999999","54.3156003000018, 25.40184699999998"
"54.34217390000019, 25.321233299999914","54.720599600000384, 25.42328850000004"
"55.511788300000354, 25.606678600000002","55.82661199999999, 26.00689170000003"
"55.609360400000185, 21.594480299999997","55.29597990000002, 21.3905765"
"55.10032749999997, 23.82441570000009","54.53704560000024, 23.321017400000024"
"56.0485946000001, 21.59407439999994","55.81956100000004, 21.181631600000028"
