origin,destination
"47.20222259999974, 9.741929800000001","47.1320404000004, 9.663892899999993"
"48.14934680000024, 16.08021540000001","48.221342500000056, 16.16327339999996"
"47.19723040000004, 9.950614400000015","47.20602010000029, 9.845962800000027"
"48.68831190000015, 15.36446539999994","48.616100900000376, 15.359953199999952"
"47.09028689999993, 15.430561799999955","47.06055699999982, 15.548430500000046"
"47.13945140000038, 9.676270499999998","47.194988300000034, 9.659026400000013"
"48.182745300000164, 16.001369399999977","48.20062120000001, 15.87709109999999"
"48.16722610000025, 16.57210949999999","48.215940100000175, 16.464382399999987"
"47.88585849999988, 16.24343689999994","47.855235200000095, 16.38048540000004"
"48.291415200000195, 16.210800599999978","48.271171700000025, 16.34667900000003"
"47.40891800000006, 12.460808200000047","47.362080000000525, 12.401043299999962"
"48.30112569999967, 16.422755399999936","48.22521809999999, 16.519089000000005"
"48.305712600000156, 16.70924629999992","48.31520460000009, 16.58611850000008"
"48.17399100000033, 15.962040400000012","48.15387399999997, 16.068843000000008"
"47.13766350000039, 9.673120099999998","47.19609269999992, 9.61868049999995"
"48.30810010000007, 16.29909419999996","48.245547200000026, 16.36172690000002"
"47.5901265000001, 13.189569699999975","47.655712999999956, 13.230092900000054"
"47.58437190000008, 9.764676500000029","47.51336319999992, 9.762134900000012"
"48.15462520000013, 16.296176900000045","48.1261376000001, 16.18668419999998"
"47.11289859999986, 15.344758700000057","47.19039360000003, 15.315194500000032"
"47.33733170000038, 9.691102700000044","47.28949199999996, 9.657655099999957"
"47.39179449999995, 15.043640700000033","47.33670249999975, 15.161345799999985"
"47.81452840000008, 13.083819299999945","47.73956669999997, 13.032247600000112"
"47.50790094999995, 12.76371555","47.43318229999973, 12.761947800000069"
"47.206214500000115, 9.691617099999954","47.122518700000384, 9.657247099999998"
"47.59350189999998, 13.279231399999949","47.56941319999986, 13.399975499999993"
"47.30450049999996, 13.120180799999977","47.29882399999981, 12.945094000000012"
"47.41925930000012, 9.727453999999975","47.35022189999995, 9.758621899999984"
"48.26607599999992, 16.416313100000025","48.26695059999995, 16.29660059999998"
"48.20373620000051, 16.267168199999933","48.10677139999999, 16.30721900000001"
"48.64908490000006, 15.441963799999964","48.69092429999998, 15.313729200000012"
"47.754453300000016, 16.04675450000004","47.839283600000414, 16.025288400000004"
"47.41865480000009, 15.012483100000022","47.34230480000094, 15.145015000000003"
"47.9044477999999, 16.17461149999999","47.975846500000195, 16.060741000000043"
"47.40269659999977, 11.566376999999976","47.46519970000039, 11.493875700000078"
"47.06484129999994, 15.461969299999934","47.126679700000025, 15.416671700000007"
"47.41669809999994, 12.877710600000038","47.52276280000013, 12.747687900000049"
"48.271126400000036, 16.327516100000015","48.287671799999934, 16.438368799999978"
"47.94798729999992, 14.750654899999976","48.032714600000105, 14.776555400000051"
"47.388458299999975, 9.901834800000032","47.372222100000016, 10.022647799999994"
"48.32915059999983, 16.666865899999976","48.292481200000026, 16.562141500000017"
"47.10188679999995, 9.851552600000005","47.07727820000009, 9.942836199999995"
"47.172786999999985, 9.743602099999995","47.110500799999805, 9.65512850000008"
"48.208416499999935, 16.178994700000008","48.13209700000005, 16.14820839999994"
"48.2374532, 16.501966100000033","48.17926049999991, 16.599364900000026"
"48.2984494000001, 16.228770400000002","48.26803689999994, 16.36387269999998"
"46.79961789999987, 13.68935909999993","46.844696199999774, 13.762304900000002"
"48.13328780000007, 16.25810869999992","48.20401559999996, 16.28539190000005"
"48.256958699999835, 16.504646899999987","48.17525660000016, 16.51087220000002"
